VegCode,Threat,SubThreat,SubSubThreat,NATIONAL STATUS,Taxon
FFh7,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FFh7,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FFh7,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FFh9,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FFh9,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FFh9,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FRc2,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FRc2,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FRc2,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FRs11,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FRs11,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FRs11,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FRs12,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FRs12,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FRs12,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FRs13,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FRs13,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FRs13,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FRs14,Habitat degradation,Agriculture,Livestock,NT,Moraea fergusoniae
FRs14,Invasive Alien Species (direct effects),Competitors,,NT,Moraea fergusoniae
FRs14,Habitat loss,Agriculture,Crops,NT,Moraea fergusoniae
FFh4,Habitat degradation,Agriculture,Livestock,CR,Moraea cistiflora
FFh4,Invasive Alien Species (direct effects),Competitors,,CR,Moraea cistiflora
FRs9,Invasive Alien Species (direct effects),Competitors,,EN,Moraea gigandra
FRs9,Habitat degradation,Fires,Too frequent fires,EN,Moraea gigandra
FRs9,Habitat degradation,Agriculture,Livestock,EN,Moraea gigandra
FFg2,Invasive Alien Species (direct effects),Competitors,,CR,Moraea amissa
FFg2,Invasive Alien Species (direct effects),,,CR,Moraea amissa
FFg2,Habitat degradation,Agriculture,Livestock,CR,Moraea amissa
FRg2,Invasive Alien Species (direct effects),Competitors,,CR,Moraea amissa
FRg2,Invasive Alien Species (direct effects),,,CR,Moraea amissa
FRg2,Habitat degradation,Agriculture,Livestock,CR,Moraea amissa
Gs10,Habitat loss,Infrastructure development,Human settlement,VU,Moraea hiemalis
Gs10,Invasive Alien Species (direct effects),Competitors,,VU,Moraea hiemalis
Gs10,Habitat loss,Agriculture,Crops,VU,Moraea hiemalis
Gs10,Habitat loss,Agriculture,Wood plantations,VU,Moraea hiemalis
Gs10,Habitat loss,Agriculture,Non-timber plantations,VU,Moraea hiemalis
Gs10,Habitat degradation,Agriculture,Livestock,VU,Moraea hiemalis
Gs10,Habitat degradation,Fires,Too irregular fires,VU,Moraea hiemalis
Gs11,Habitat loss,Infrastructure development,Human settlement,VU,Moraea hiemalis
Gs11,Invasive Alien Species (direct effects),Competitors,,VU,Moraea hiemalis
Gs11,Habitat loss,Agriculture,Crops,VU,Moraea hiemalis
Gs11,Habitat loss,Agriculture,Wood plantations,VU,Moraea hiemalis
Gs11,Habitat loss,Agriculture,Non-timber plantations,VU,Moraea hiemalis
Gs11,Habitat degradation,Agriculture,Livestock,VU,Moraea hiemalis
Gs11,Habitat degradation,Fires,Too irregular fires,VU,Moraea hiemalis
Gs20,Habitat loss,Infrastructure development,Human settlement,VU,Moraea hiemalis
Gs20,Invasive Alien Species (direct effects),Competitors,,VU,Moraea hiemalis
Gs20,Habitat loss,Agriculture,Crops,VU,Moraea hiemalis
Gs20,Habitat loss,Agriculture,Wood plantations,VU,Moraea hiemalis
Gs20,Habitat loss,Agriculture,Non-timber plantations,VU,Moraea hiemalis
Gs20,Habitat degradation,Agriculture,Livestock,VU,Moraea hiemalis
Gs20,Habitat degradation,Fires,Too irregular fires,VU,Moraea hiemalis
Gs8,Habitat loss,Infrastructure development,Human settlement,VU,Moraea hiemalis
Gs8,Invasive Alien Species (direct effects),Competitors,,VU,Moraea hiemalis
Gs8,Habitat loss,Agriculture,Crops,VU,Moraea hiemalis
Gs8,Habitat loss,Agriculture,Wood plantations,VU,Moraea hiemalis
Gs8,Habitat loss,Agriculture,Non-timber plantations,VU,Moraea hiemalis
Gs8,Habitat degradation,Agriculture,Livestock,VU,Moraea hiemalis
Gs8,Habitat degradation,Fires,Too irregular fires,VU,Moraea hiemalis
Gs9,Habitat loss,Infrastructure development,Human settlement,VU,Moraea hiemalis
Gs9,Invasive Alien Species (direct effects),Competitors,,VU,Moraea hiemalis
Gs9,Habitat loss,Agriculture,Crops,VU,Moraea hiemalis
Gs9,Habitat loss,Agriculture,Wood plantations,VU,Moraea hiemalis
Gs9,Habitat loss,Agriculture,Non-timber plantations,VU,Moraea hiemalis
Gs9,Habitat degradation,Agriculture,Livestock,VU,Moraea hiemalis
Gs9,Habitat degradation,Fires,Too irregular fires,VU,Moraea hiemalis
FFh4,Invasive Alien Species (direct effects),Competitors,,VU,Moraea incurva
FFs5,Invasive Alien Species (direct effects),Competitors,,VU,Moraea incurva
FFf1,Invasive Alien Species (direct effects),Competitors,,CR,Moraea insolens
FFf1,Habitat degradation,Fires,Too irregular fires,CR,Moraea insolens
FFf1,Habitat degradation,Agriculture,Livestock,CR,Moraea insolens
FFh7,Invasive Alien Species (direct effects),Competitors,,CR,Moraea insolens
FFh7,Habitat degradation,Fires,Too irregular fires,CR,Moraea insolens
FFh7,Habitat degradation,Agriculture,Livestock,CR,Moraea insolens
FFb2,Habitat loss,Agriculture,Crops,CR,Moraea longiaristata
FFb2,Invasive Alien Species (direct effects),Competitors,,CR,Moraea longiaristata
FFh7,Habitat loss,Agriculture,Crops,CR,Moraea longiaristata
FFh7,Invasive Alien Species (direct effects),Competitors,,CR,Moraea longiaristata
FFs12,Habitat loss,Agriculture,Crops,CR,Moraea longiaristata
FFs12,Invasive Alien Species (direct effects),Competitors,,CR,Moraea longiaristata
FRs11,Habitat loss,Agriculture,Crops,CR,Moraea longiaristata
FRs11,Invasive Alien Species (direct effects),Competitors,,CR,Moraea longiaristata
FS2,Habitat loss,Infrastructure development,Transport - land/air,CR,Moraea loubseri
FS2,Changes in native species dynamics,Other,,CR,Moraea loubseri
FS2,Habitat degradation,Agriculture,Livestock,CR,Moraea loubseri
FS2,Habitat loss,Extraction,Mining,CR,Moraea loubseri
FFs3,Habitat loss,Agriculture,Crops,NT,Moraea maximiliani
FFs3,Habitat loss,Infrastructure development,Human settlement,NT,Moraea maximiliani
FFs4,Habitat loss,Agriculture,Crops,NT,Moraea maximiliani
FFs4,Habitat loss,Infrastructure development,Human settlement,NT,Moraea maximiliani
FFq1,Invasive Alien Species (direct effects),Competitors,,VU,Moraea namaquamontana
FFq1,Habitat degradation,Agriculture,Livestock,VU,Moraea namaquamontana
SKr1,Invasive Alien Species (direct effects),Competitors,,VU,Moraea namaquamontana
SKr1,Habitat degradation,Agriculture,Livestock,VU,Moraea namaquamontana
Dn3,Habitat loss,Extraction,Mining,EN,Moraea namibensis
SKr13,Habitat loss,Extraction,Mining,EN,Moraea namibensis
SKs6,Habitat loss,Extraction,Mining,EN,Moraea namibensis
AT43,Habitat degradation,Agriculture,Livestock,CR,Moraea regalis
AT43,Habitat loss,Infrastructure development,Human settlement,CR,Moraea regalis
AT43,Habitat degradation,Extraction,Wood,CR,Moraea regalis
AT43,Habitat loss,Infrastructure development,Transport - land/air,CR,Moraea regalis
AT43,Invasive Alien Species (direct effects),Competitors,,CR,Moraea regalis
CB4,Habitat degradation,Agriculture,Livestock,VU,Watsonia bachmannii
CB4,Habitat degradation,Extraction,Groundwater extraction,VU,Watsonia bachmannii
CB4,Habitat degradation,Agriculture,Abandonment,VU,Watsonia bachmannii
CB4,Harvesting [gathering],Materials,,VU,Watsonia bachmannii
FFa2,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia borbonica subsp. ardernei
FFb2,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia borbonica subsp. ardernei
FFg2,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia borbonica subsp. ardernei
FFg3,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia borbonica subsp. ardernei
FFh4,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia borbonica subsp. ardernei
FFs10,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia borbonica subsp. ardernei
Gs8,Habitat loss,Agriculture,Non-timber plantations,EN,Watsonia canaliculata
Gs8,Habitat loss,Agriculture,Crops,EN,Watsonia canaliculata
Gs8,Habitat loss,Agriculture,Wood plantations,EN,Watsonia canaliculata
Gs8,Habitat degradation,Fires,Too frequent fires,EN,Watsonia canaliculata
Gs8,Habitat degradation,Agriculture,Livestock,EN,Watsonia canaliculata
Gs9,Habitat loss,Agriculture,Non-timber plantations,EN,Watsonia canaliculata
Gs9,Habitat loss,Agriculture,Crops,EN,Watsonia canaliculata
Gs9,Habitat loss,Agriculture,Wood plantations,EN,Watsonia canaliculata
Gs9,Habitat degradation,Fires,Too frequent fires,EN,Watsonia canaliculata
Gs9,Habitat degradation,Agriculture,Livestock,EN,Watsonia canaliculata
FFs12,Habitat loss,Agriculture,Crops,NT,Watsonia aletroides
FFs12,Habitat loss,Extraction,Mining,NT,Watsonia aletroides
FFs12,Invasive Alien Species (direct effects),Competitors,,NT,Watsonia aletroides
FFs20,Habitat loss,Agriculture,Crops,NT,Watsonia aletroides
FFs20,Habitat loss,Extraction,Mining,NT,Watsonia aletroides
FFs20,Invasive Alien Species (direct effects),Competitors,,NT,Watsonia aletroides
FRs12,Habitat loss,Agriculture,Crops,NT,Watsonia aletroides
FRs12,Habitat loss,Extraction,Mining,NT,Watsonia aletroides
FRs12,Invasive Alien Species (direct effects),Competitors,,NT,Watsonia aletroides
FRs13,Habitat loss,Agriculture,Crops,NT,Watsonia aletroides
FRs13,Habitat loss,Extraction,Mining,NT,Watsonia aletroides
FRs13,Invasive Alien Species (direct effects),Competitors,,NT,Watsonia aletroides
FRs14,Habitat loss,Agriculture,Crops,NT,Watsonia aletroides
FRs14,Habitat loss,Extraction,Mining,NT,Watsonia aletroides
FRs14,Invasive Alien Species (direct effects),Competitors,,NT,Watsonia aletroides
FFa3,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia distans
FFd8,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia distans
FFh6,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia distans
FFq4,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia distans
FFs10,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia distans
FFs11,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia distans
FFa2,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia dubia
FFa3,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia dubia
FRg2,Invasive Alien Species (direct effects),Competitors,,EN,Watsonia dubia
FFs20,Habitat degradation,Agriculture,Livestock,VU,Watsonia elsiae
FFs27,Habitat degradation,Agriculture,Livestock,VU,Watsonia elsiae
AT40,Invasive Alien Species (direct effects),Competitors,,VU,Watsonia fergusoniae
AT40,Habitat loss,Agriculture,Crops,VU,Watsonia fergusoniae
FFl1,Invasive Alien Species (direct effects),Competitors,,VU,Watsonia fergusoniae
FFl1,Habitat loss,Agriculture,Crops,VU,Watsonia fergusoniae
FFl2,Invasive Alien Species (direct effects),Competitors,,VU,Watsonia fergusoniae
FFl2,Habitat loss,Agriculture,Crops,VU,Watsonia fergusoniae
FFl3,Invasive Alien Species (direct effects),Competitors,,VU,Watsonia fergusoniae
FFl3,Habitat loss,Agriculture,Crops,VU,Watsonia fergusoniae
FFa2,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FFa2,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FFa2,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FFa3,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FFa3,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FFa3,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FFa4,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FFa4,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FFa4,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FFd4,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FFd4,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FFd4,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FFd5,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FFd5,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FFd5,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FFg2,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FFg2,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FFg2,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FFh4,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FFh4,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FFh4,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FRa2,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FRa2,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FRa2,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FRs8,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FRs8,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FRs8,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FRs9,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia humilis
FRs9,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia humilis
FRs9,Habitat degradation,Fires,Too frequent fires,CR,Watsonia humilis
FS2,Harvesting [gathering],Cultural/scientific/leisure activities,,NT,Watsonia hysterantha
Gs9,Habitat degradation,Agriculture,Livestock,CR,Watsonia vicschuettei
FFg2,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia amabilis
FFg2,Habitat degradation,Fires,Too irregular fires,CR,Watsonia amabilis
FFg2,Intrinsic Factors,Poor recruitment/reproduction/regeneration,,CR,Watsonia amabilis
FRg2,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia amabilis
FRg2,Habitat degradation,Fires,Too irregular fires,CR,Watsonia amabilis
FRg2,Intrinsic Factors,Poor recruitment/reproduction/regeneration,,CR,Watsonia amabilis
CB4,Habitat degradation,Fires,Too irregular fires,VU,Watsonia mtamvunae
CB4,Invasive Alien Species (direct effects),Competitors,,VU,Watsonia mtamvunae
Gs20,Habitat degradation,Fires,Too irregular fires,VU,Watsonia mtamvunae
Gs20,Invasive Alien Species (direct effects),Competitors,,VU,Watsonia mtamvunae
CB4,Habitat loss,Agriculture,Crops,EN,Watsonia pondoensis
CB4,Habitat degradation,Agriculture,Livestock,EN,Watsonia pondoensis
CB4,Habitat degradation,Fires,Too frequent fires,EN,Watsonia pondoensis
FFa3,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia strictiflora
FFa3,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia strictiflora
FRg2,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia strictiflora
FRg2,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia strictiflora
FRs9,Invasive Alien Species (direct effects),Competitors,,CR,Watsonia strictiflora
FRs9,Habitat loss,Infrastructure development,Human settlement,CR,Watsonia strictiflora
Gs10,Habitat loss,Agriculture,Crops,EN,Crocosmia masoniorum
Gs10,Habitat degradation,Agriculture,Livestock,EN,Crocosmia masoniorum
Gs10,Invasive Alien Species (direct effects),Competitors,,EN,Crocosmia masoniorum
NKb3,Habitat degradation,Agriculture,Livestock,NT,Dinteranthus wilmotianus
NKb3,Habitat loss,Agriculture,Crops,NT,Dinteranthus wilmotianus
FFd6,Habitat loss,Infrastructure development,Power lines,Rare,Nivenia stokoei
FFs11,Habitat loss,Infrastructure development,Power lines,Rare,Nivenia stokoei
FFs11,Invasive Alien Species (direct effects),Competitors,,Rare,Nivenia levynsiae
FFs23,Invasive Alien Species (direct effects),Competitors,,Rare,Nivenia stenosiphon
FFs24,Invasive Alien Species (direct effects),Competitors,,Rare,Nivenia stenosiphon
FFs31,Invasive Alien Species (direct effects),Competitors,,Rare,Nivenia stenosiphon
FFs1,Habitat loss,Agriculture,Crops,NT,Micranthus cruciatus
FFs4,Habitat loss,Agriculture,Crops,NT,Micranthus cruciatus
AZd2,Habitat loss,Agriculture,Crops,NT,Ferraria foliosa
AZd2,Habitat loss,Infrastructure development,Human settlement,NT,Ferraria foliosa
AZd2,Habitat loss,Extraction,Mining,NT,Ferraria foliosa
AZd2,Habitat degradation,Agriculture,Livestock,NT,Ferraria foliosa
AZd3,Habitat loss,Agriculture,Crops,NT,Ferraria foliosa
AZd3,Habitat loss,Infrastructure development,Human settlement,NT,Ferraria foliosa
AZd3,Habitat loss,Extraction,Mining,NT,Ferraria foliosa
AZd3,Habitat degradation,Agriculture,Livestock,NT,Ferraria foliosa
FS1,Habitat loss,Agriculture,Crops,NT,Ferraria foliosa
FS1,Habitat loss,Infrastructure development,Human settlement,NT,Ferraria foliosa
FS1,Habitat loss,Extraction,Mining,NT,Ferraria foliosa
FS1,Habitat degradation,Agriculture,Livestock,NT,Ferraria foliosa
FS3,Habitat loss,Agriculture,Crops,NT,Ferraria foliosa
FS3,Habitat loss,Infrastructure development,Human settlement,NT,Ferraria foliosa
FS3,Habitat loss,Extraction,Mining,NT,Ferraria foliosa
FS3,Habitat degradation,Agriculture,Livestock,NT,Ferraria foliosa
FS5,Habitat loss,Agriculture,Crops,NT,Ferraria foliosa
FS5,Habitat loss,Infrastructure development,Human settlement,NT,Ferraria foliosa
FS5,Habitat loss,Extraction,Mining,NT,Ferraria foliosa
FS5,Habitat degradation,Agriculture,Livestock,NT,Ferraria foliosa
SKs8,Habitat loss,Agriculture,Crops,NT,Ferraria foliosa
SKs8,Habitat loss,Infrastructure development,Human settlement,NT,Ferraria foliosa
SKs8,Habitat loss,Extraction,Mining,NT,Ferraria foliosa
SKs8,Habitat degradation,Agriculture,Livestock,NT,Ferraria foliosa
FS3,Habitat loss,Agriculture,Crops,EN,Ferraria parva
FS3,Habitat loss,Infrastructure development,Human settlement,EN,Ferraria parva
FS4,Habitat loss,Agriculture,Crops,EN,Ferraria parva
