"","...1","LC","T_MAPCODE","IAT","IAT_cert","n","km2"
"4033",19596,4,"FFg5",4,1,141,0.0141
"4034",19597,5,"FFg5",4,1,71,0.0071
"4035",19599,7,"FFg5",4,1,499,0.0499
"4036",19609,1,"FFh10",4,1,10455,1.0455
"4037",19610,2,"FFh10",4,1,20,0.002
"4038",19617,1,"FFh11",4,1,43,0.0043
"4039",19641,1,"FFh4",4,1,82,0.0082
"4040",19642,2,"FFh4",4,1,52,0.0052
"4041",19644,4,"FFh4",4,1,2,2e-04
"4042",19645,5,"FFh4",4,1,35,0.0035
"4043",19647,7,"FFh4",4,1,40,0.004
"4044",19665,1,"FFh7",4,1,9,9e-04
"4045",19666,2,"FFh7",4,1,11,0.0011
"4046",19669,5,"FFh7",4,1,9,9e-04
"4047",19671,7,"FFh7",4,1,131,0.0131
"4048",19681,1,"FFh9",4,1,5820,0.582
"4049",19682,2,"FFh9",4,1,961,0.0961
"4050",19684,4,"FFh9",4,1,378,0.0378
"4051",19685,5,"FFh9",4,1,193,0.0193
"4052",19687,7,"FFh9",4,1,3549,0.3549
"4053",19689,1,"FFl1",4,1,331,0.0331
"4054",19690,2,"FFl1",4,1,1,1e-04
"4055",19693,5,"FFl1",4,1,4,4e-04
"4056",19697,1,"FFl2",4,1,2,2e-04
"4057",19705,1,"FFl3",4,1,869,0.0869
"4058",19706,2,"FFl3",4,1,83,0.0083
"4059",19708,4,"FFl3",4,1,2,2e-04
"4060",19709,5,"FFl3",4,1,12,0.0012
"4061",19711,7,"FFl3",4,1,2,2e-04
"4062",19713,1,"FFq2",4,1,16,0.0016
"4063",19721,1,"FFq3",4,1,2,2e-04
"4064",19722,2,"FFq3",4,1,1,1e-04
"4065",19729,1,"FFq4",4,1,10,0.001
"4066",19737,1,"FFq5",4,1,248,0.0248
"4067",19745,1,"FFq6",4,1,8636,0.8636
"4068",19746,2,"FFq6",4,1,4,4e-04
"4069",19748,4,"FFq6",4,1,4,4e-04
"4070",19749,5,"FFq6",4,1,4,4e-04
"4071",19753,1,"FFs1",4,1,81,0.0081
"4072",19754,2,"FFs1",4,1,1,1e-04
"4073",19761,1,"FFs10",4,1,11,0.0011
"4074",19769,1,"FFs11",4,1,13,0.0013
"4075",19777,1,"FFs12",4,1,13,0.0013
"4076",19785,1,"FFs13",4,1,92,0.0092
"4077",19793,1,"FFs14",4,1,47,0.0047
"4078",19794,2,"FFs14",4,1,6,6e-04
"4079",19801,1,"FFs15",4,1,297,0.0297
"4080",19802,2,"FFs15",4,1,33,0.0033
"4081",19804,4,"FFs15",4,1,8,8e-04
"4082",19807,7,"FFs15",4,1,1,1e-04
"4083",19809,1,"FFs16",4,1,245,0.0245
"4084",19810,2,"FFs16",4,1,7,7e-04
"4085",19815,7,"FFs16",4,1,75,0.0075
"4086",19825,1,"FFs18",4,1,5,5e-04
"4087",19833,1,"FFs19",4,1,4801,0.4801
"4088",19834,2,"FFs19",4,1,1313,0.1313
"4089",19836,4,"FFs19",4,1,313,0.0313
"4090",19837,5,"FFs19",4,1,108,0.0108
"4091",19839,7,"FFs19",4,1,3507,0.3507
"4092",19841,1,"FFs2",4,1,33,0.0033
"4093",19842,2,"FFs2",4,1,2,2e-04
"4094",19845,5,"FFs2",4,1,19,0.0019
"4095",19849,1,"FFs20",4,1,4392,0.4392
"4096",19850,2,"FFs20",4,1,668,0.0668
"4097",19852,4,"FFs20",4,1,304,0.0304
"4098",19853,5,"FFs20",4,1,208,0.0208
"4099",19855,7,"FFs20",4,1,1356,0.1356
"4100",19881,1,"FFs24",4,1,80,0.008
"4101",19882,2,"FFs24",4,1,1,1e-04
"4102",19889,1,"FFs25",4,1,20,0.002
"4103",19897,1,"FFs26",4,1,2,2e-04
"4104",19905,1,"FFs27",4,1,793,0.0793
"4105",19906,2,"FFs27",4,1,4,4e-04
"4106",19911,7,"FFs27",4,1,19,0.0019
"4107",19913,1,"FFs28",4,1,31720,3.172
"4108",19914,2,"FFs28",4,1,282,0.0282
"4109",19916,4,"FFs28",4,1,20,0.002
"4110",19917,5,"FFs28",4,1,145,0.0145
"4111",19921,1,"FFs29",4,1,2305,0.2305
"4112",19922,2,"FFs29",4,1,101,0.0101
"4113",19924,4,"FFs29",4,1,645,0.0645
"4114",19927,7,"FFs29",4,1,8,8e-04
"4115",19929,1,"FFs3",4,1,104,0.0104
"4116",19930,2,"FFs3",4,1,1,1e-04
"4117",19935,7,"FFs3",4,1,1,1e-04
"4118",19953,1,"FFs32",4,1,9,9e-04
"4119",19961,1,"FFs4",4,1,277,0.0277
"4120",19962,2,"FFs4",4,1,8,8e-04
"4121",19965,5,"FFs4",4,1,28,0.0028
"4122",19969,1,"FFs5",4,1,2,2e-04
"4123",19993,1,"FFs8",4,1,2,2e-04
"4124",20001,1,"FFs9",4,1,183,0.0183
"4125",20002,2,"FFs9",4,1,1,1e-04
"4126",20017,1,"FFt2",4,1,10670,1.067
"4127",20018,2,"FFt2",4,1,85,0.0085
"4128",20020,4,"FFt2",4,1,35,0.0035
"4129",20021,5,"FFt2",4,1,173,0.0173
"4130",20025,1,"FOz1",4,1,94490,9.449
"4131",20026,2,"FOz1",4,1,52933,5.2933
"4132",20027,3,"FOz1",4,1,8,8e-04
"4133",20028,4,"FOz1",4,1,67,0.0067
"4134",20029,5,"FOz1",4,1,668,0.0668
"4135",20031,7,"FOz1",4,1,1310,0.131
"4136",20033,1,"FOz3",4,1,13128,1.3128
"4137",20034,2,"FOz3",4,1,1,1e-04
"4138",20037,5,"FOz3",4,1,6,6e-04
"4139",20041,1,"FOz6",4,1,44344,4.4344
"4140",20042,2,"FOz6",4,1,5188,0.5188
"4141",20043,3,"FOz6",4,1,1,1e-04
"4142",20044,4,"FOz6",4,1,1,1e-04
"4143",20045,5,"FOz6",4,1,1028,0.1028
"4144",20049,1,"FRa1",4,1,431,0.0431
"4145",20050,2,"FRa1",4,1,133,0.0133
"4146",20052,4,"FRa1",4,1,15,0.0015
"4147",20053,5,"FRa1",4,1,519,0.0519
"4148",20055,7,"FRa1",4,1,15,0.0015
"4149",20073,1,"FRc2",4,1,32,0.0032
"4150",20121,1,"FRl1",4,1,35,0.0035
"4151",20122,2,"FRl1",4,1,15,0.0015
"4152",20124,4,"FRl1",4,1,18,0.0018
"4153",20125,5,"FRl1",4,1,84,0.0084
"4154",20129,1,"FRs1",4,1,234,0.0234
"4155",20130,2,"FRs1",4,1,2,2e-04
"4156",20153,1,"FRs12",4,1,144,0.0144
"4157",20154,2,"FRs12",4,1,18,0.0018
"4158",20156,4,"FRs12",4,1,2,2e-04
"4159",20157,5,"FRs12",4,1,198,0.0198
"4160",20159,7,"FRs12",4,1,1,1e-04
"4161",20161,1,"FRs13",4,1,1924,0.1924
"4162",20162,2,"FRs13",4,1,613,0.0613
"4163",20164,4,"FRs13",4,1,38,0.0038
"4164",20165,5,"FRs13",4,1,643,0.0643
"4165",20167,7,"FRs13",4,1,145,0.0145
"4166",20169,1,"FRs14",4,1,2764,0.2764
"4167",20170,2,"FRs14",4,1,191,0.0191
"4168",20172,4,"FRs14",4,1,11,0.0011
"4169",20173,5,"FRs14",4,1,98,0.0098
"4170",20177,1,"FRs15",4,1,63,0.0063
"4171",20178,2,"FRs15",4,1,1,1e-04
"4172",20179,3,"FRs15",4,1,2,2e-04
"4173",20185,1,"FRs16",4,1,484,0.0484
"4174",20186,2,"FRs16",4,1,47,0.0047
"4175",20188,4,"FRs16",4,1,5,5e-04
"4176",20189,5,"FRs16",4,1,11,0.0011
"4177",20201,1,"FRs18",4,1,160,0.016
"4178",20209,1,"FRs19",4,1,12449,1.2449
"4179",20210,2,"FRs19",4,1,1229,0.1229
"4180",20211,3,"FRs19",4,1,1,1e-04
"4181",20212,4,"FRs19",4,1,801,0.0801
"4182",20213,5,"FRs19",4,1,221,0.0221
"4183",20225,1,"FRs20",4,1,56,0.0056
"4184",20226,2,"FRs20",4,1,1,1e-04
"4185",20229,5,"FRs20",4,1,10,0.001
"4186",20257,1,"FRs6",4,1,12,0.0012
"4187",20258,2,"FRs6",4,1,1,1e-04
"4188",20265,1,"FRs7",4,1,567,0.0567
"4189",20266,2,"FRs7",4,1,96,0.0096
"4190",20269,5,"FRs7",4,1,35,0.0035
"4191",20271,7,"FRs7",4,1,9,9e-04
"4192",20273,1,"FRs8",4,1,688,0.0688
"4193",20274,2,"FRs8",4,1,365,0.0365
"4194",20276,4,"FRs8",4,1,11,0.0011
"4195",20277,5,"FRs8",4,1,607,0.0607
"4196",20279,7,"FRs8",4,1,33,0.0033
"4197",20281,1,"FRs9",4,1,1,1e-04
"4198",20297,1,"FS10",4,1,15840,1.584
"4199",20298,2,"FS10",4,1,102,0.0102
"4200",20299,3,"FS10",4,1,1,1e-04
"4201",20300,4,"FS10",4,1,77,0.0077
"4202",20301,5,"FS10",4,1,1,1e-04
"4203",20305,1,"FS11",4,1,75,0.0075
"4204",20308,4,"FS11",4,1,1,1e-04
"4205",20313,1,"FS12",4,1,11764,1.1764
"4206",20314,2,"FS12",4,1,253,0.0253
"4207",20316,4,"FS12",4,1,1930,0.193
"4208",20321,1,"FS13",4,1,8062,0.8062
"4209",20322,2,"FS13",4,1,136,0.0136
"4210",20324,4,"FS13",4,1,1123,0.1123
"4211",20327,7,"FS13",4,1,198,0.0198
"4212",20329,1,"FS14",4,1,16912,1.6912
"4213",20330,2,"FS14",4,1,115,0.0115
"4214",20332,4,"FS14",4,1,2050,0.205
"4215",20333,5,"FS14",4,1,33,0.0033
"4216",20334,6,"FS14",4,1,1,1e-04
"4217",20361,1,"FS5",4,1,1,1e-04
"4218",20377,1,"FS7",4,1,8,8e-04
"4219",20385,1,"FS9",4,1,148,0.0148
"4220",20386,2,"FS9",4,1,29,0.0029
"4221",20388,4,"FS9",4,1,26,0.0026
"4222",20389,5,"FS9",4,1,6,6e-04
"4223",20505,1,"NKl2",4,1,362,0.0362
"4224",20513,1,"NKl4",4,1,151,0.0151
"4225",20514,2,"NKl4",4,1,17,0.0017
"4226",20517,5,"NKl4",4,1,4,4e-04
"4227",20577,1,"SKk3",4,1,2,2e-04
"4228",20578,2,"SKk3",4,1,1,1e-04
"4229",20581,5,"SKk3",4,1,10,0.001
"4230",20585,1,"SKk4",4,1,206,0.0206
"4231",20593,1,"SKk5",4,1,140,0.014
"4232",20594,2,"SKk5",4,1,22,0.0022
"4233",20597,5,"SKk5",4,1,7,7e-04
"4234",20599,7,"SKk5",4,1,18,0.0018
"4235",20601,1,"SKk6",4,1,13,0.0013
"4236",20609,1,"SKk7",4,1,1603,0.1603
"4237",20610,2,"SKk7",4,1,253,0.0253
"4238",20611,3,"SKk7",4,1,2,2e-04
"4239",20612,4,"SKk7",4,1,101,0.0101
"4240",20613,5,"SKk7",4,1,2719,0.2719
"4241",20615,7,"SKk7",4,1,262,0.0262
"4242",20621,5,"SKk8",4,1,18,0.0018
"4243",20625,1,"SKk9",4,1,651,0.0651
"4244",20626,2,"SKk9",4,1,5,5e-04
"4245",20674,2,"SKs12",4,1,3,3e-04
"4246",20677,5,"SKs12",4,1,1,1e-04
"4247",20679,7,"SKs12",4,1,12,0.0012
"4248",20681,1,"SKs13",4,1,84,0.0084
"4249",20682,2,"SKs13",4,1,12,0.0012
"4250",20687,7,"SKs13",4,1,8,8e-04
"4251",20689,1,"SKs14",4,1,1,1e-04
"4252",20695,7,"SKs14",4,1,1,1e-04
"4253",20697,1,"SKs7",4,1,31,0.0031
"4254",20698,2,"SKs7",4,1,49,0.0049
"4255",20700,4,"SKs7",4,1,1,1e-04
"4256",20701,5,"SKs7",4,1,16,0.0016
"4257",20703,7,"SKs7",4,1,17,0.0017
"4258",20713,1,"SKt2",4,1,81,0.0081
"4259",20714,2,"SKt2",4,1,6,6e-04
"4260",20729,1,"SKv1",4,1,1394,0.1394
"4261",20730,2,"SKv1",4,1,835,0.0835
"4262",20733,5,"SKv1",4,1,19,0.0019
"4263",20735,7,"SKv1",4,1,7,7e-04
"4264",20737,1,"SKv10",4,1,70,0.007
"4265",20738,2,"SKv10",4,1,22,0.0022
"4266",20745,1,"SKv11",4,1,17184,1.7184
"4267",20746,2,"SKv11",4,1,3570,0.357
"4268",20747,3,"SKv11",4,1,1,1e-04
"4269",20748,4,"SKv11",4,1,2,2e-04
"4270",20749,5,"SKv11",4,1,168,0.0168
"4271",20751,7,"SKv11",4,1,76,0.0076
"4272",20753,1,"SKv13",4,1,1780,0.178
"4273",20754,2,"SKv13",4,1,126,0.0126
"4274",20755,3,"SKv13",4,1,1,1e-04
"4275",20756,4,"SKv13",4,1,1,1e-04
"4276",20757,5,"SKv13",4,1,27,0.0027
"4277",20761,1,"SKv14",4,1,1651,0.1651
"4278",20762,2,"SKv14",4,1,62,0.0062
"4279",20763,3,"SKv14",4,1,2,2e-04
"4280",20764,4,"SKv14",4,1,13,0.0013
"4281",20765,5,"SKv14",4,1,86,0.0086
"4282",20769,1,"SKv2",4,1,62,0.0062
"4283",20770,2,"SKv2",4,1,4,4e-04
"4284",20771,3,"SKv2",4,1,1,1e-04
"4285",20777,1,"SKv3",4,1,440,0.044
"4286",20778,2,"SKv3",4,1,80,0.008
"4287",20781,5,"SKv3",4,1,488,0.0488
"4288",20783,7,"SKv3",4,1,5,5e-04
"4289",20793,1,"SKv5",4,1,333,0.0333
"4290",20794,2,"SKv5",4,1,37,0.0037
"4291",20797,5,"SKv5",4,1,5,5e-04
"4292",20801,1,"SKv6",4,1,5,5e-04
"4293",20809,1,"SKv7",4,1,3582,0.3582
"4294",20810,2,"SKv7",4,1,489,0.0489
"4295",20812,4,"SKv7",4,1,135,0.0135
"4296",20813,5,"SKv7",4,1,5215,0.5215
"4297",20815,7,"SKv7",4,1,125,0.0125
"4298",20817,1,"SKv8",4,1,9718,0.9718
"4299",20818,2,"SKv8",4,1,1434,0.1434
"4300",20819,3,"SKv8",4,1,1,1e-04
"4301",20820,4,"SKv8",4,1,91,0.0091
"4302",20821,5,"SKv8",4,1,2309,0.2309
"4303",20823,7,"SKv8",4,1,144,0.0144
"4304",20833,1,"SVs7",4,1,2073,0.2073
"4305",20834,2,"SVs7",4,1,5,5e-04
"4306",20838,6,"SVs7",4,1,1,1e-04
"4307",20839,7,"SVs7",4,1,2,2e-04
"4308",20841,1,"SVs8",4,1,20709,2.0709
"4309",20842,2,"SVs8",4,1,2327,0.2327
"4310",20844,4,"SVs8",4,1,311,0.0311
"4311",20845,5,"SVs8",4,1,1310,0.131
"4312",20847,7,"SVs8",4,1,347,0.0347
"4313",20857,1,"AT15",5,1,1639,0.1639
"4314",20865,1,"AT16",5,1,3788,0.3788
"4315",20866,2,"AT16",5,1,54,0.0054
"4316",20868,4,"AT16",5,1,3,3e-04
"4317",20869,5,"AT16",5,1,3,3e-04
"4318",20873,1,"AT17",5,1,418301,41.8301
"4319",20874,2,"AT17",5,1,19061,1.9061
"4320",20875,3,"AT17",5,1,5,5e-04
"4321",20876,4,"AT17",5,1,813,0.0813
"4322",20877,5,"AT17",5,1,7416,0.7416
"4323",20878,6,"AT17",5,1,1,1e-04
"4324",20879,7,"AT17",5,1,1814,0.1814
"4325",20881,1,"AT18",5,1,541973,54.1973
"4326",20882,2,"AT18",5,1,22153,2.2153
"4327",20883,3,"AT18",5,1,12,0.0012
"4328",20884,4,"AT18",5,1,153,0.0153
"4329",20885,5,"AT18",5,1,8173,0.8173
"4330",20887,7,"AT18",5,1,1474,0.1474
"4331",20889,1,"AT19",5,1,225506,22.5506
"4332",20890,2,"AT19",5,1,746,0.0746
"4333",20891,3,"AT19",5,1,42,0.0042
"4334",20892,4,"AT19",5,1,54,0.0054
"4335",20893,5,"AT19",5,1,231,0.0231
"4336",20895,7,"AT19",5,1,3,3e-04
"4337",20897,1,"AT20",5,1,10051,1.0051
"4338",20898,2,"AT20",5,1,288,0.0288
"4339",20900,4,"AT20",5,1,913,0.0913
"4340",20929,1,"AT25",5,1,37969,3.7969
"4341",20930,2,"AT25",5,1,120,0.012
"4342",20931,3,"AT25",5,1,2,2e-04
"4343",20932,4,"AT25",5,1,27,0.0027
"4344",20933,5,"AT25",5,1,5,5e-04
"4345",20937,1,"AT26",5,1,15451,1.5451
"4346",20938,2,"AT26",5,1,1223,0.1223
"4347",20939,3,"AT26",5,1,20,0.002
"4348",20940,4,"AT26",5,1,16,0.0016
"4349",20941,5,"AT26",5,1,639,0.0639
"4350",20969,1,"AT30",5,1,3007,0.3007
"4351",20970,2,"AT30",5,1,25,0.0025
"4352",20973,5,"AT30",5,1,9,9e-04
"4353",20977,1,"AT31",5,1,25024,2.5024
"4354",20978,2,"AT31",5,1,235,0.0235
"4355",20981,5,"AT31",5,1,117,0.0117
"4356",20985,1,"AT32",5,1,18274,1.8274
"4357",20986,2,"AT32",5,1,260,0.026
"4358",20987,3,"AT32",5,1,1,1e-04
"4359",20989,5,"AT32",5,1,151,0.0151
"4360",20993,1,"AT33",5,1,4049,0.4049
"4361",20994,2,"AT33",5,1,305,0.0305
"4362",20995,3,"AT33",5,1,3,3e-04
"4363",20996,4,"AT33",5,1,4,4e-04
"4364",20997,5,"AT33",5,1,157,0.0157
"4365",20999,7,"AT33",5,1,6,6e-04
"4366",21001,1,"AT34",5,1,2148,0.2148
"4367",21002,2,"AT34",5,1,86,0.0086
"4368",21003,3,"AT34",5,1,1,1e-04
"4369",21004,4,"AT34",5,1,1,1e-04
"4370",21005,5,"AT34",5,1,17,0.0017
"4371",21007,7,"AT34",5,1,6,6e-04
"4372",21009,1,"AT35",5,1,9111,0.9111
"4373",21010,2,"AT35",5,1,1620,0.162
"4374",21012,4,"AT35",5,1,117,0.0117
"4375",21013,5,"AT35",5,1,915,0.0915
"4376",21017,1,"AT36",5,1,15576,1.5576
"4377",21018,2,"AT36",5,1,1238,0.1238
"4378",21020,4,"AT36",5,1,1038,0.1038
"4379",21021,5,"AT36",5,1,269,0.0269
"4380",21022,6,"AT36",5,1,1,1e-04
"4381",21023,7,"AT36",5,1,26498,2.6498
"4382",21025,1,"AT37",5,1,19739,1.9739
"4383",21026,2,"AT37",5,1,1963,0.1963
"4384",21027,3,"AT37",5,1,1,1e-04
"4385",21028,4,"AT37",5,1,80,0.008
"4386",21029,5,"AT37",5,1,376,0.0376
"4387",21031,7,"AT37",5,1,68,0.0068
"4388",21033,1,"AT38",5,1,329242,32.9242
"4389",21034,2,"AT38",5,1,42697,4.2697
"4390",21035,3,"AT38",5,1,23,0.0023
"4391",21036,4,"AT38",5,1,3068,0.3068
"4392",21037,5,"AT38",5,1,22723,2.2723
"4393",21038,6,"AT38",5,1,1,1e-04
"4394",21039,7,"AT38",5,1,29047,2.9047
"4395",21041,1,"AT39",5,1,153938,15.3938
"4396",21042,2,"AT39",5,1,1303,0.1303
"4397",21043,3,"AT39",5,1,2,2e-04
"4398",21044,4,"AT39",5,1,1331,0.1331
"4399",21045,5,"AT39",5,1,107,0.0107
"4400",21046,6,"AT39",5,1,5,5e-04
"4401",21049,1,"AT40",5,1,330915,33.0915
"4402",21050,2,"AT40",5,1,23595,2.3595
"4403",21051,3,"AT40",5,1,1,1e-04
"4404",21052,4,"AT40",5,1,2370,0.237
"4405",21053,5,"AT40",5,1,3056,0.3056
"4406",21054,6,"AT40",5,1,1,1e-04
"4407",21055,7,"AT40",5,1,1074,0.1074
"4408",21057,1,"AT41",5,1,73155,7.3155
"4409",21058,2,"AT41",5,1,1910,0.191
"4410",21059,3,"AT41",5,1,1,1e-04
"4411",21060,4,"AT41",5,1,2869,0.2869
"4412",21061,5,"AT41",5,1,401,0.0401
"4413",21063,7,"AT41",5,1,11776,1.1776
"4414",21065,1,"AT42",5,1,17895,1.7895
"4415",21066,2,"AT42",5,1,1589,0.1589
"4416",21068,4,"AT42",5,1,9,9e-04
"4417",21069,5,"AT42",5,1,130,0.013
"4418",21071,7,"AT42",5,1,7,7e-04
"4419",21073,1,"AT43",5,1,6094,0.6094
"4420",21074,2,"AT43",5,1,889,0.0889
"4421",21075,3,"AT43",5,1,9,9e-04
"4422",21076,4,"AT43",5,1,43,0.0043
"4423",21077,5,"AT43",5,1,112,0.0112
"4424",21079,7,"AT43",5,1,20,0.002
"4425",21081,1,"AT44",5,1,29426,2.9426
"4426",21082,2,"AT44",5,1,2112,0.2112
"4427",21083,3,"AT44",5,1,5,5e-04
"4428",21084,4,"AT44",5,1,316,0.0316
"4429",21085,5,"AT44",5,1,107,0.0107
"4430",21087,7,"AT44",5,1,24,0.0024
"4431",21089,1,"AT45",5,1,200589,20.0589
"4432",21090,2,"AT45",5,1,11824,1.1824
"4433",21091,3,"AT45",5,1,4,4e-04
"4434",21092,4,"AT45",5,1,462,0.0462
"4435",21093,5,"AT45",5,1,5416,0.5416
"4436",21095,7,"AT45",5,1,290,0.029
"4437",21097,1,"AT46",5,1,5032,0.5032
"4438",21098,2,"AT46",5,1,257,0.0257
"4439",21099,3,"AT46",5,1,2,2e-04
"4440",21100,4,"AT46",5,1,5,5e-04
"4441",21101,5,"AT46",5,1,14,0.0014
"4442",21103,7,"AT46",5,1,3,3e-04
"4443",21105,1,"AT47",5,1,58714,5.8714
"4444",21106,2,"AT47",5,1,1479,0.1479
"4445",21107,3,"AT47",5,1,15,0.0015
"4446",21108,4,"AT47",5,1,307,0.0307
"4447",21109,5,"AT47",5,1,694,0.0694
"4448",21110,6,"AT47",5,1,1,1e-04
"4449",21113,1,"AT48",5,1,912,0.0912
"4450",21114,2,"AT48",5,1,197,0.0197
"4451",21116,4,"AT48",5,1,1160,0.116
"4452",21117,5,"AT48",5,1,4,4e-04
"4453",21121,1,"AT49",5,1,59031,5.9031
"4454",21122,2,"AT49",5,1,950,0.095
"4455",21123,3,"AT49",5,1,6,6e-04
"4456",21124,4,"AT49",5,1,147,0.0147
"4457",21125,5,"AT49",5,1,2180,0.218
"4458",21127,7,"AT49",5,1,73,0.0073
"4459",21129,1,"AT50",5,1,452536,45.2536
"4460",21130,2,"AT50",5,1,4755,0.4755
"4461",21131,3,"AT50",5,1,8,8e-04
"4462",21132,4,"AT50",5,1,1622,0.1622
"4463",21133,5,"AT50",5,1,1733,0.1733
"4464",21134,6,"AT50",5,1,1,1e-04
"4465",21135,7,"AT50",5,1,141,0.0141
"4466",21137,1,"AT51",5,1,1597454,159.7454
"4467",21138,2,"AT51",5,1,9209,0.9209
"4468",21139,3,"AT51",5,1,8,8e-04
"4469",21140,4,"AT51",5,1,3132,0.3132
"4470",21141,5,"AT51",5,1,9306,0.9306
"4471",21142,6,"AT51",5,1,13,0.0013
"4472",21143,7,"AT51",5,1,779,0.0779
"4473",21145,1,"AT52",5,1,38710,3.871
"4474",21146,2,"AT52",5,1,3732,0.3732
"4475",21148,4,"AT52",5,1,1,1e-04
"4476",21149,5,"AT52",5,1,1280,0.128
"4477",21153,1,"AT54",5,1,60652,6.0652
"4478",21154,2,"AT54",5,1,148,0.0148
"4479",21156,4,"AT54",5,1,8,8e-04
"4480",21157,5,"AT54",5,1,580,0.058
"4481",21161,1,"AT55",5,1,2891,0.2891
"4482",21162,2,"AT55",5,1,214,0.0214
"4483",21164,4,"AT55",5,1,2,2e-04
"4484",21165,5,"AT55",5,1,44,0.0044
"4485",21167,7,"AT55",5,1,10,0.001
"4486",21177,1,"AT57",5,1,38563,3.8563
"4487",21178,2,"AT57",5,1,613,0.0613
"4488",21179,3,"AT57",5,1,2,2e-04
"4489",21180,4,"AT57",5,1,321,0.0321
"4490",21181,5,"AT57",5,1,224,0.0224
"4491",21185,1,"AT58",5,1,9853,0.9853
"4492",21186,2,"AT58",5,1,1003,0.1003
"4493",21187,3,"AT58",5,1,12,0.0012
"4494",21188,4,"AT58",5,1,8,8e-04
"4495",21189,5,"AT58",5,1,149,0.0149
"4496",21191,7,"AT58",5,1,8,8e-04
"4497",21193,1,"AZa1",5,1,1668,0.1668
"4498",21194,2,"AZa1",5,1,4,4e-04
"4499",21199,7,"AZa1",5,1,8,8e-04
"4500",21201,1,"AZa2",5,1,27289,2.7289
"4501",21202,2,"AZa2",5,1,5468,0.5468
"4502",21203,3,"AZa2",5,1,21,0.0021
"4503",21204,4,"AZa2",5,1,267,0.0267
"4504",21205,5,"AZa2",5,1,5517,0.5517
"4505",21207,7,"AZa2",5,1,5195,0.5195
"4506",21209,1,"AZa6",5,1,83502,8.3502
"4507",21210,2,"AZa6",5,1,8008,0.8008
"4508",21211,3,"AZa6",5,1,25,0.0025
"4509",21212,4,"AZa6",5,1,2743,0.2743
"4510",21213,5,"AZa6",5,1,18511,1.8511
"4511",21214,6,"AZa6",5,1,6,6e-04
"4512",21215,7,"AZa6",5,1,3564,0.3564
"4513",21225,1,"AZd3",5,1,2174,0.2174
"4514",21226,2,"AZd3",5,1,2,2e-04
"4515",21233,1,"AZi1",5,1,5466,0.5466
"4516",21234,2,"AZi1",5,1,711,0.0711
"4517",21235,3,"AZi1",5,1,1,1e-04
"4518",21237,5,"AZi1",5,1,84,0.0084
"4519",21239,7,"AZi1",5,1,81,0.0081
"4520",21249,1,"AZi6",5,1,12256,1.2256
"4521",21250,2,"AZi6",5,1,673,0.0673
"4522",21251,3,"AZi6",5,1,5,5e-04
"4523",21252,4,"AZi6",5,1,19,0.0019
"4524",21253,5,"AZi6",5,1,433,0.0433
"4525",21255,7,"AZi6",5,1,14,0.0014
"4526",21257,1,"AZi7",5,1,28,0.0028
"4527",21258,2,"AZi7",5,1,12,0.0012
"4528",21261,5,"AZi7",5,1,180,0.018
"4529",21265,1,"AZi8",5,1,14240,1.424
"4530",21266,2,"AZi8",5,1,2123,0.2123
"4531",21267,3,"AZi8",5,1,5,5e-04
"4532",21268,4,"AZi8",5,1,62,0.0062
"4533",21269,5,"AZi8",5,1,3274,0.3274
"4534",21271,7,"AZi8",5,1,218,0.0218
"4535",21281,1,"FFa2",5,1,96,0.0096
"4536",21282,2,"FFa2",5,1,20,0.002
"4537",21283,3,"FFa2",5,1,2,2e-04
"4538",21284,4,"FFa2",5,1,18,0.0018
"4539",21285,5,"FFa2",5,1,4,4e-04
"4540",21287,7,"FFa2",5,1,5,5e-04
"4541",21305,1,"FFb1",5,1,14,0.0014
"4542",21313,1,"FFb2",5,1,1,1e-04
"4543",21321,1,"FFb3",5,1,6,6e-04
"4544",21329,1,"FFb4",5,1,124,0.0124
"4545",21337,1,"FFb5",5,1,664,0.0664
"4546",21338,2,"FFb5",5,1,15,0.0015
"4547",21341,5,"FFb5",5,1,10,0.001
"4548",21345,1,"FFb6",5,1,2325,0.2325
"4549",21346,2,"FFb6",5,1,410,0.041
"4550",21348,4,"FFb6",5,1,13,0.0013
"4551",21349,5,"FFb6",5,1,17,0.0017
"4552",21351,7,"FFb6",5,1,1248,0.1248
"4553",21353,1,"FFc1",5,1,6371,0.6371
"4554",21354,2,"FFc1",5,1,1280,0.128
"4555",21356,4,"FFc1",5,1,121,0.0121
"4556",21357,5,"FFc1",5,1,146,0.0146
"4557",21359,7,"FFc1",5,1,1320,0.132
"4558",21361,1,"FFd1",5,1,1,1e-04
"4559",21369,1,"FFd10",5,1,4598,0.4598
"4560",21370,2,"FFd10",5,1,1795,0.1795
"4561",21372,4,"FFd10",5,1,135,0.0135
"4562",21373,5,"FFd10",5,1,106,0.0106
"4563",21375,7,"FFd10",5,1,13129,1.3129
"4564",21377,1,"FFd11",5,1,1854,0.1854
"4565",21378,2,"FFd11",5,1,9,9e-04
"4566",21380,4,"FFd11",5,1,3,3e-04
"4567",21381,5,"FFd11",5,1,17,0.0017
"4568",21383,7,"FFd11",5,1,8,8e-04
"4569",21385,1,"FFd2",5,1,31,0.0031
"4570",21386,2,"FFd2",5,1,1,1e-04
"4571",21388,4,"FFd2",5,1,1,1e-04
"4572",21391,7,"FFd2",5,1,27,0.0027
"4573",21393,1,"FFd3",5,1,25,0.0025
